r,centro,modelo,consec.,desc.,descripción_actual,tipo,mod.,placa,atributos,fecha_adquisición,valor_ingreso,ubicación,observaciones,evidencias,origen
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710665,MARCA:JANUS;SERIAL:HLBV4011432700748;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710681,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710673,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710650,MARCA:JANUS;SERIAL:141127298407;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710658,MARCA:JANUS;SERIAL:HLBV4101432700030;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710666,MARCA:JANUS;SERIAL:HLBV4001432700519;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710682,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710674,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710651,MARCA:JANUS;SERIAL:141127298421;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710659,MARCA:JANUS;SERIAL:HLBV4001432700410;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710667,MARCA:JANUS;SERIAL:HLBV4101432700205;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710683,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710675,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710652,MARCA:JANUS;SERIAL:141127298413;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710668,MARCA:JANUS;SERIAL:HLBV4101432700353;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710660,MARCA:JANUS;SERIAL:HLBV4011432700703;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710684,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710676,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710653,MARCA:JANUS;SERIAL:141127298420;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710661,MARCA:JANUS;SERIAL:HLBV4101432700250;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710669,MARCA:JANUS;SERIAL:HLBV4011432700723;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710685,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710677,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710654,MARCA:JANUS;SERIAL:141127298424;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710670,MARCA:JANUS;SERIAL:HLBV4011432700612;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710662,MARCA:JANUS;SERIAL:HLBV4101432700214;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710686,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710678,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,277862,CPU,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ESCRITORIO PROCESADOR AMD FX-4100 DISCO DURO 1 TERABYTE MEMORIA RAM DE 8 GB UNIDAD LECTORA DVD-R/RW,4,INVE,922710655,MARCA:JANUS;SERIAL:141127298419;MODELO:N/A;OBSERVACIONES:ESTACION DE ALTO RENDIMIENTO CON PROCESADOR AMD 8320 X8 A 3.1GB DISCO DURO DE 2 TB MEMORIA RAM 8GB.,2014-12-19,"$2.226.350,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710663,MARCA:JANUS;SERIAL:HLBV4101432700325;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$390.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,2465,247953,MONITOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 23 PULGADAS UNIDAD DE MEDIDA UNIDAD TECNOLOGIA LED,4,INVE,922710671,MARCA:JANUS;SERIAL:HLBV4101432700204;MODELO:2465;OBSERVACIONES:N/A,2014-12-19,"$452.400,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230778,MOUSE,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA OPTICO USB,4,INVE,922710687,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$30.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922710679,MARCA:JANUS;SERIAL:.;MODELO:N/A;OBSERVACIONES:N/A,2014-12-19,"$70.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,277696,COMPONENTE ELECTRONICO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. NOMBRE MODULO CONVERSOR DE ENERGIA,4,INVE,922710690,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:CONVERSOR PROTOCOLOS SERIAL,2014-12-22,"$2.260.840,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,277543,MEDIDOR ELECTRICO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE ENERGIA ELECTRICA VOLTAJE N.A.,4,INVE,922710824,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:MULTIFUNCIONAL 5455,2014-12-29,"$3.505.868,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,233127,CAJA,TIPO ELEMENTO DEVOLUTIVO TAMAÑO PEQUEÑO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA COFRE MONEDERO MATERIAL N.A.,4,INVE,922710827,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:COFRE METALICO REBRA 90X7 5455,2014-12-29,"$853.470,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,256816,TRANSFORMADOR,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE CORRIENTE TIPO BARRA POTENCIA 5 AMP,4,INVE,922710830,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:TIPO INT 5455,2014-12-29,"$87.568,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,256816,TRANSFORMADOR,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE CORRIENTE TIPO BARRA POTENCIA 5 AMP,4,INVE,922710831,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:TIPO INT 5455,2014-12-29,"$87.568,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,256816,TRANSFORMADOR,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE CORRIENTE TIPO BARRA POTENCIA 5 AMP,4,INVE,922710832,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:TIPO INT 5455,2014-12-29,"$87.568,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,264065,CONTACTOR,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE TRIPOLAR CARACTERISTICA N.A. POTENCIA N.A.,4,INVE,922710834,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:CONTACTOR 32A BOBINA 5455,2014-12-29,"$997.948,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,264077,COMPONENTE ELECTRONICO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE 2 POSICIONES CON BLOQUE AUXILIAR NOMBRE SELECTOR,4,INVE,922710835,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:BLOQUE DIFERENCIAL 5455,2014-12-29,"$790.482,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,261205,LIBRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD AUTOR N.A. TITULO N.A. EDITORIAL N.A.,4,INVE,922710923,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:REDES NEURONALES LO,2014-12-30,"$371.200,00",,,,ALEXANDER ZAPATA TORO
76,922710,.,261205,LIBRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD AUTOR N.A. TITULO N.A. EDITORIAL N.A.,4,INVE,922710924,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:IPC2221A GENERIC ST,2014-12-30,"$1.136.800,00",,,,ALEXANDER ZAPATA TORO
76,922710,UN32F4005KXZL,249244,TELEVISOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 32 PULGADAS UNIDAD DE MEDIDA UNIDAD CARACTERISTICA CON CONTROL REMOTO DIMENSION 1.920 X 1.080 TECNOLOGIA LED,4,INVE,922711015,MARCA:SAMSUNG;SERIAL:01X53CNF301074L;MODELO:UN32F4005KXZL;OBSERVACIONES:CONVENIO SENA-SAMSUNG,2015-05-06,"$500.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,236411,CARGADOR DE BATERIA,TIPO ELEMENTO DEVOLUTIVO USO BATERIA UNIDAD DE MEDIDA UNIDAD,4,INVE,922711163,MARCA:COMPUMAX;SERIAL:796863;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$35.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,279082,CPU INTEGRADA CON MONITOR,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7-4790S DISCO DURO 500 GB MEMORIA RAM DE 8 GB DDR3 PANTALLA 21.5"" PULGADAS TECNOLOGIA N.A. UNIDAD LECTORA DVD-RW",4,INVE,922711043,MARCA:COMPUMAX;SERIAL:500SN20133;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$1.975.768,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,267186,MOUSE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA USB,4,INVE,922711123,MARCA:COMPUMAX;SERIAL:01501G010684;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$8.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922711083,MARCA:COMPUMAX;SERIAL:01501G010684;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$12.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,236411,CARGADOR DE BATERIA,TIPO ELEMENTO DEVOLUTIVO USO BATERIA UNIDAD DE MEDIDA UNIDAD,4,INVE,922711182,MARCA:COMPUMAX;SERIAL:796828;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$35.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,279082,CPU INTEGRADA CON MONITOR,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7-4790S DISCO DURO 500 GB MEMORIA RAM DE 8 GB DDR3 PANTALLA 21.5"" PULGADAS TECNOLOGIA N.A. UNIDAD LECTORA DVD-RW",4,INVE,922711062,MARCA:COMPUMAX;SERIAL:500SN20112;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$1.975.768,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,267186,MOUSE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA USB,4,INVE,922711142,MARCA:COMPUMAX;SERIAL:01501G013826;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$8.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3029-805-0000,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922711102,MARCA:COMPUMAX;SERIAL:01501G013826;MODELO:3029-805-0000;OBSERVACIONES:N/A,2015-05-27,"$12.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,236411,CARGADOR DE BATERIA,TIPO ELEMENTO DEVOLUTIVO USO BATERIA UNIDAD DE MEDIDA UNIDAD,4,INVE,922711298,MARCA:COMPUMAX;SERIAL:786346;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$35.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,279082,CPU INTEGRADA CON MONITOR,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7-4790S DISCO DURO 500 GB MEMORIA RAM DE 8 GB DDR3 PANTALLA 21.5"" PULGADAS TECNOLOGIA N.A. UNIDAD LECTORA DVD-RW",4,INVE,922711193,MARCA:COMPUMAX;SERIAL:500SN19391;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$1.975.768,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,267186,MOUSE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA USB,4,INVE,922711263,MARCA:COMPUMAX;SERIAL:01501G013809;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$8.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922711228,MARCA:COMPUMAX;SERIAL:01501G013809;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$12.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,236411,CARGADOR DE BATERIA,TIPO ELEMENTO DEVOLUTIVO USO BATERIA UNIDAD DE MEDIDA UNIDAD,4,INVE,922711313,MARCA:COMPUMAX;SERIAL:796817;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$35.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,279082,CPU INTEGRADA CON MONITOR,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7-4790S DISCO DURO 500 GB MEMORIA RAM DE 8 GB DDR3 PANTALLA 21.5"" PULGADAS TECNOLOGIA N.A. UNIDAD LECTORA DVD-RW",4,INVE,922711208,MARCA:COMPUMAX;SERIAL:500SN20118;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$1.975.768,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,267186,MOUSE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA USB,4,INVE,922711278,MARCA:COMPUMAX;SERIAL:01501G014582;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$8.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922711243,MARCA:COMPUMAX;SERIAL:01501G014582;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$12.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,236411,CARGADOR DE BATERIA,TIPO ELEMENTO DEVOLUTIVO USO BATERIA UNIDAD DE MEDIDA UNIDAD,4,INVE,922711318,MARCA:COMPUMAX;SERIAL:796762;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$35.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,279082,CPU INTEGRADA CON MONITOR,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7-4790S DISCO DURO 500 GB MEMORIA RAM DE 8 GB DDR3 PANTALLA 21.5"" PULGADAS TECNOLOGIA N.A. UNIDAD LECTORA DVD-RW",4,INVE,922711213,MARCA:COMPUMAX;SERIAL:500SN20094;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$1.975.768,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,267186,MOUSE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD TECNOLOGIA USB,4,INVE,922711283,MARCA:COMPUMAX;SERIAL:01501G010672;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$8.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,3019-805-0000,230779,TECLADO,TIPO ELEMENTO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA USB,4,INVE,922711248,MARCA:COMPUMAX;SERIAL:01501G010672;MODELO:3019-805-0000;OBSERVACIONES:N/A,2015-05-27,"$12.000,00",,,,ALEXANDER ZAPATA TORO
76,922710,REBRA,233127,CAJA,TIPO ELEMENTO DEVOLUTIVO TAMAÑO PEQUEÑO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA COFRE MONEDERO MATERIAL N.A.,4,INVE,922711378,"MARCA:.;SERIAL:.;MODELO:REBRA;OBSERVACIONES:COFRE METÁLICO REBRA DE 150*120*30 CM COLOR BEIGE CON VENTILADOR 6"" AUTO SOPORTADO CON RODACHINAS INDUSTRIALES 3150",2015-10-29,"$1.299.200,00",,,,ALEXANDER ZAPATA TORO
76,922710,UN60J6300AK,260670,TELEVISOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 60 PULGADAS UNIDAD DE MEDIDA UNIDAD CARACTERISTICA FULL HD RESOLUCION 1920 X 1080 DIMENSION N.A. TECNOLOGIA LCD,4,INVE,922711637,MARCA:SAMSUNG;SERIAL:047C3CRGA00254;MODELO:UN60J6300AK;OBSERVACIONES:SLIM/ SMART TV CTO N° 3804,2015-12-29,"$3.185.882,00",,,,ALEXANDER ZAPATA TORO
76,922710,,233353,LENTE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A.,4,INVE,922711670,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:ILUMINADA 90 LED CTO 3761 LOTE 2,2015-12-29,"$317.790,00",,,,ALEXANDER ZAPATA TORO
76,922710,,247904,RACK,TIPO ELEMENTO DEVOLUTIVO USO N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. MATERIAL N.A.,4,INVE,922711677,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:PARA UBICAR20 PCBS 20 X 7 INCH CTO 3761 LOTE 2,2015-12-29,"$428.220,00",,,,ALEXANDER ZAPATA TORO
76,922710,,247904,RACK,TIPO ELEMENTO DEVOLUTIVO USO N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. MATERIAL N.A.,4,INVE,922711678,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:PARA UBICAR20 PCBS 20 X 7 INCH CTO 3761 LOTE 2,2015-12-29,"$428.220,00",,,,ALEXANDER ZAPATA TORO
76,922710,,231821,ESTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE SOLDADURA,4,INVE,922711679,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:DE TRABAJO 2 EN 1 AIRE CALIENTE Y PUNTA DE CAUTIN CTO 3761 LOTE 2,2015-12-29,"$437.468,00",,,,ALEXANDER ZAPATA TORO
